gene_name,gene_type
AL009031.1,lncRNA
AC074387.1,lncRNA
AC106886.5,protein_coding
Z82244.1,lncRNA
AL591742.2,lncRNA
AC010507.1,transcribed_processed_pseudogene
AC092807.3,lncRNA
CICP19,processed_pseudogene
AC006511.4,lncRNA
IGHD3OR15-3B,IG_D_gene
AL160408.6,lncRNA
HSP90AB4P,processed_pseudogene
LINC02815,lncRNA
AL592430.2,lncRNA
IGHV7-4-1,IG_V_gene
TRBJ1-3,TR_J_gene
OR4G3P,unprocessed_pseudogene
AC245187.2,lncRNA
AL137798.2,lncRNA
AF067845.5,lncRNA
PEG13,lncRNA
TRBJ1-5,TR_J_gene
AC007993.3,lncRNA
AC233280.36,unprocessed_pseudogene
AL132671.2,protein_coding
AC119427.1,lncRNA
AC073488.4,processed_pseudogene
AL157392.5,protein_coding
AL450990.1,lncRNA
IGHD2OR15-2B,IG_D_gene
CYP3A51P,unprocessed_pseudogene
AC058822.1,protein_coding
AC073488.5,processed_pseudogene
AC073488.6,processed_pseudogene
CYP3A7-CYP3A51P,protein_coding
AC140479.4,lncRNA
AC073488.7,processed_pseudogene
DPRXP3,processed_pseudogene
AL451007.2,lncRNA
TRBJ1-1,TR_J_gene
MTND1P7,unprocessed_pseudogene
AC134503.1,processed_pseudogene
AC010507.2,transcribed_processed_pseudogene
AC073488.8,processed_pseudogene
AC100797.4,lncRNA
AC104073.4,lncRNA
AL358472.4,lncRNA
AL392083.1,lncRNA
AC016588.2,lncRNA
AL109920.1,lncRNA
AL133461.1,processed_pseudogene
AC092299.1,processed_pseudogene
AC092811.1,lncRNA
TEX13D,protein_coding
TRBJ1-2,TR_J_gene
TRBD1,TR_D_gene
AL356095.3,transcribed_unprocessed_pseudogene
AC074099.1,lncRNA
WASH5P,transcribed_processed_pseudogene
AL109837.2,lncRNA
TRBV25-1,TR_V_gene
AC073488.9,processed_pseudogene
FKBP1AP4,processed_pseudogene
LINC01002,lncRNA
CLUHP10,unprocessed_pseudogene
IGHD3OR15-3A,IG_D_gene
AC110491.3,lncRNA
AC092192.1,lncRNA
AC008993.1,TEC
AC068733.3,lncRNA
AL133516.1,lncRNA
AC215522.2,lncRNA
FAM138F,lncRNA
IGHD2OR15-2A,IG_D_gene
IGHV3-69-1,IG_V_pseudogene
Z82244.2,lncRNA
ADORA3,protein_coding
MRPL57P8,processed_pseudogene
IGHV3-64D,IG_V_gene
IGHV5-10-1,IG_V_gene
AC073488.10,processed_pseudogene
AC245519.2,lncRNA
AC129915.3,lncRNA
AC073488.11,processed_pseudogene
AC104333.4,lncRNA
PGR-AS1,lncRNA
AC073539.14,unprocessed_pseudogene
AC243829.7,unprocessed_pseudogene
AL021920.3,lncRNA
AC093323.3,TEC
DUXB,protein_coding
AC026950.2,lncRNA
AL358790.1,lncRNA
TRBJ1-6,TR_J_gene
MALLP1,transcribed_unprocessed_pseudogene
AL157888.1,lncRNA
AC090164.4,lncRNA
AC008993.2,TEC
AL512428.1,protein_coding
AC008993.3,lncRNA
TEX13C,protein_coding
AC000035.1,lncRNA
FRG1CP,transcribed_unprocessed_pseudogene
AC009971.1,lncRNA
AP000787.3,processed_pseudogene
AC068544.2,lncRNA
AC004554.1,lncRNA
FRG2EP,unprocessed_pseudogene
AL590644.2,lncRNA
AL359834.1,lncRNA
RHOXF1P2,unprocessed_pseudogene
BISPR,lncRNA
AL137790.2,processed_pseudogene
AC093591.3,processed_pseudogene
AC003992.1,lncRNA
AC084035.1,lncRNA
AC012560.1,lncRNA
AL356118.1,TEC
AL157815.1,TEC
FRG1DP,unprocessed_pseudogene
C1orf232,protein_coding
BX322534.1,processed_pseudogene
Z98752.4,lncRNA
AC095038.3,processed_pseudogene
TMEM275,protein_coding
AC027045.2,lncRNA
AL627171.2,lncRNA
PTMAP12,processed_pseudogene
AL358215.2,lncRNA
AC009975.1,lncRNA
DUX4L33,unprocessed_pseudogene
AL162727.3,TEC
AL353651.2,lncRNA
AC107398.4,lncRNA
AL513321.2,lncRNA
Z98883.1,lncRNA
AC007241.2,transcribed_unprocessed_pseudogene
DUX4L35,unprocessed_pseudogene
AC108724.2,processed_pseudogene
Z83818.2,lncRNA
AC091769.1,lncRNA
LINC02746,lncRNA
AC107068.2,lncRNA
CFTRP2,processed_pseudogene
AC136428.4,unprocessed_pseudogene
AC010424.3,lncRNA
AC136944.6,processed_pseudogene
RHOXF1P3,transcribed_unprocessed_pseudogene
DUX4L34,unprocessed_pseudogene
AC004706.3,protein_coding
TRBV7-2,TR_V_gene
AC004784.1,lncRNA
AC140481.3,lncRNA
AC018558.5,processed_pseudogene
PCMTD1P7,unprocessed_pseudogene
AC063952.4,lncRNA
AC008537.4,lncRNA
AL583852.1,lncRNA
PRNCR1,lncRNA
AC026108.1,lncRNA
AP001005.3,lncRNA
AGGF1P10,processed_pseudogene
AC141257.3,processed_pseudogene
LINC02034,lncRNA
PCBP2-OT1,lncRNA
AC110994.2,processed_pseudogene
AC055839.1,processed_pseudogene
AC099753.1,lncRNA
AL031777.2,protein_coding
PDCL3P2,processed_pseudogene
AL356737.1,TEC
AC215524.1,processed_pseudogene
FRG1EP,unprocessed_pseudogene
MPP7-DT,lncRNA
AL162456.1,lncRNA
AC009975.2,lncRNA
LINC02635,lncRNA
AL450426.1,lncRNA
AC007221.1,lncRNA
CDC27P3,processed_pseudogene
AL589826.2,lncRNA
ATP5MC1P2,processed_pseudogene
DUX4L37,unprocessed_pseudogene
FRG1GP,unprocessed_pseudogene
AC027045.3,lncRNA
AC009242.1,lncRNA
AC022596.2,lncRNA
LINC01988,lncRNA
KLF18,protein_coding
AL669831.5,transcribed_unprocessed_pseudogene
AC008038.1,processed_pseudogene
AC097655.1,processed_pseudogene
AL391597.1,lncRNA
AC103703.1,lncRNA
FRG1FP,unprocessed_pseudogene
GTF2IP12,transcribed_unprocessed_pseudogene
LINC01668,lncRNA
LINC02456,lncRNA
AL390862.1,lncRNA
AC010653.3,processed_pseudogene
AC009234.1,lncRNA
AC215522.3,lncRNA
TRBV6-2,TR_V_gene
AL353759.1,lncRNA
AC133561.4,processed_pseudogene
DUX4L32,unprocessed_pseudogene
LBHD2,protein_coding
AL158175.1,lncRNA
AL157931.2,lncRNA
AC015978.2,transcribed_unprocessed_pseudogene
AL137077.2,lncRNA
LINC02498,lncRNA
AC026634.1,processed_pseudogene
CENPVL2,protein_coding
FP565171.1,lncRNA
AL731555.1,lncRNA
AL159152.1,TEC
AL132857.1,lncRNA
BMS1P21,transcribed_unprocessed_pseudogene
AC010642.2,lncRNA
AC011451.3,lncRNA
AC141257.4,processed_pseudogene
MGC4859,lncRNA
AC009951.5,lncRNA
HYMAI,lncRNA
RARRES2P11,processed_pseudogene
AC022726.2,lncRNA
MIR1297,miRNA
AC009403.2,lncRNA
AL445984.1,processed_pseudogene
MTND2P41,unprocessed_pseudogene
AC006453.1,unprocessed_pseudogene
AC021753.1,processed_pseudogene
U6,snRNA
AC006207.1,lncRNA
LINC02666,lncRNA
AL049767.1,transcribed_unprocessed_pseudogene
AP000550.3,unprocessed_pseudogene
MIR548AU,miRNA
AC137936.1,lncRNA
AC068631.2,protein_coding
MIR3120,miRNA
IQCJ-SCHIP1,protein_coding
AC116353.5,lncRNA
AC068620.3,transcribed_unprocessed_pseudogene
AC012564.1,lncRNA
MIR665,miRNA
MIR4521,miRNA
AL390726.5,transcribed_unprocessed_pseudogene
AC012507.3,lncRNA
MIR203B,miRNA
AL590396.2,processed_pseudogene
AC140479.5,unprocessed_pseudogene
MIR382,miRNA
MIR548D1,miRNA
MTCO1P38,processed_pseudogene
AC007920.2,lncRNA
AC103706.2,processed_pseudogene
BX119927.1,unprocessed_pseudogene
MIR6767,miRNA
AC116565.1,lncRNA
MIR2052,miRNA
AC104452.1,protein_coding
MIR1243,miRNA
IGHVII-43-1,IG_V_pseudogene
LSP1P5,transcribed_unprocessed_pseudogene
AC103706.3,processed_pseudogene
C13orf46,protein_coding
MIR1206,miRNA
AC092329.3,protein_coding
AC010149.2,unitary_pseudogene
MIR1246,miRNA
MIR4434,miRNA
AL353572.3,protein_coding
MIR941-1,miRNA
MIR1255B1,miRNA
AC001226.2,protein_coding
AC106858.1,lncRNA
MIR1322,miRNA
AL773545.4,unprocessed_pseudogene
MIR642B,miRNA
AC130466.1,lncRNA
AC006453.2,unprocessed_pseudogene
LINC02537,lncRNA
AC068205.1,lncRNA
MIR302F,miRNA
AC006160.2,unprocessed_pseudogene
AC007218.2,lncRNA
MIR4433A,miRNA
MIR3199-2,miRNA
SPRR5,protein_coding
AC068547.1,protein_coding
AC099654.4,unprocessed_pseudogene
CYP2C23P,unitary_pseudogene
AL590556.2,transcribed_unitary_pseudogene
AC139493.2,lncRNA
AC074141.1,transcribed_unprocessed_pseudogene
MIR550B1,miRNA
MIR1245B,miRNA
AC019257.8,protein_coding
AC007529.2,lncRNA
MIR384,miRNA
MEP1AP1,unprocessed_pseudogene
CCDC201,protein_coding
U6,snRNA
AC008687.7,transcribed_unprocessed_pseudogene
AL022100.2,lncRNA
U6,snRNA
AP001184.1,unprocessed_pseudogene
AC007491.1,lncRNA
AC242022.1,lncRNA
U6,snRNA
AL356234.3,lncRNA
FAM237B,protein_coding
TEX54,protein_coding
AC005524.1,transcribed_unprocessed_pseudogene
MALLP2,transcribed_unprocessed_pseudogene
U6,snRNA
AC138649.5,unprocessed_pseudogene
5_8S_rRNA,rRNA
MIR4275,miRNA
MIR3914-2,miRNA
MIR376C,miRNA
MIR7978,miRNA
AC013268.4,unprocessed_pseudogene
AC011460.1,unprocessed_pseudogene
AC093277.1,lncRNA
SMIM33,protein_coding
MIR524,miRNA
U6,snRNA
5_8S_rRNA,rRNA
RN7SK,snRNA
AP005212.4,lncRNA
MIR4256,miRNA
TEX52,protein_coding
MIR4272,miRNA
U6,snRNA
MIR4520-2,miRNA
AC073869.3,lncRNA
LINC02183,lncRNA
OR5AK4P,unprocessed_pseudogene
MTND6P29,unprocessed_pseudogene
AC017104.3,processed_pseudogene
U6,snRNA
LINC02357,lncRNA
AL831711.1,lncRNA
MIR103B2,miRNA
AC019117.3,protein_coding
CTXND2,protein_coding
MIR6860,miRNA
MIR6841,miRNA
FAM240B,protein_coding
MIR518D,miRNA
MIR7977,miRNA
MIR4536-1,miRNA
MIR219B,miRNA
U6,snRNA
AC090582.1,unprocessed_pseudogene
AC093726.3,unprocessed_pseudogene
MIR3119-1,miRNA
AC068205.2,lncRNA
NBPF13P,unprocessed_pseudogene
MIR4320,miRNA
AC127502.3,unprocessed_pseudogene
MIR6511B2,miRNA
AL160396.1,lncRNA
PFN5P,transcribed_unitary_pseudogene
MIR3910-2,miRNA
AL021368.4,lncRNA
AL392088.2,unprocessed_pseudogene
AC074194.2,TEC
Z97988.2,unprocessed_pseudogene
MIR3977,miRNA
AL592295.3,lncRNA
CFAP97D2,protein_coding
MIR451B,miRNA
AC007603.3,unitary_pseudogene
AC000095.2,transcribed_unprocessed_pseudogene
ABBA01000933.1,sRNA
U6,snRNA
FO624990.1,unprocessed_pseudogene
U6,snRNA
AC087521.4,lncRNA
AC011591.2,unitary_pseudogene
AL590396.3,processed_pseudogene
CNTNAP3C,protein_coding
MIR3688-2,miRNA
AL807742.1,lncRNA
AC024614.3,unprocessed_pseudogene
AC108477.1,lncRNA
AL138694.1,lncRNA
MIR4524A,miRNA
MIR4659B,miRNA
Metazoa_SRP,misc_RNA
AC068631.3,processed_pseudogene
AC090952.2,lncRNA
AC068205.3,processed_pseudogene
MIR7515,miRNA
AC004381.3,unprocessed_pseudogene
AL807740.1,lncRNA
AC087821.2,unprocessed_pseudogene
AC005394.2,lncRNA
AL121759.2,lncRNA
MIR548A1HG,lncRNA
MIR3662,miRNA
AL590627.2,lncRNA
U6,snRNA
AC008703.1,lncRNA
U6,snRNA
AC087280.2,lncRNA
MIR1910,miRNA
AC024614.4,lncRNA
U6,snRNA
MIR6874,miRNA
MIR4278,miRNA
AF001550.2,unitary_pseudogene
LINC02452,lncRNA
AC109462.3,lncRNA
SMBD1P,transcribed_unitary_pseudogene
AC006453.3,unprocessed_pseudogene
CCDC195,protein_coding
MIR1244-3,miRNA
AC099654.5,unprocessed_pseudogene
U6,snRNA
RNA5SP532,rRNA
CSNKA2IP,protein_coding
MIR1321,miRNA
LINC01958,lncRNA
Metazoa_SRP,misc_RNA
SPEM3,protein_coding
LINC01260,lncRNA
MIR499B,miRNA
U4,snRNA
AC018688.1,unprocessed_pseudogene
GPR141BP,unitary_pseudogene
AL136985.3,lncRNA
Z99571.1,unprocessed_pseudogene
MIR486-2,miRNA
AC009950.2,unitary_pseudogene
AC015819.4,sRNA
AC244258.1,transcribed_unprocessed_pseudogene
MIR523,miRNA
MTND1P37,processed_pseudogene
AC087565.2,lncRNA
AC011139.1,lncRNA
AC009804.2,lncRNA
MIR550B2,miRNA
AC008505.1,lncRNA
HSFX4,protein_coding
AC244452.35,IG_V_pseudogene
MIR4454,miRNA
MIR3130-1,miRNA
MIR6863,miRNA
FAM240A,protein_coding
MIR6828,miRNA
MIR1244-4,miRNA
MIR1279,miRNA
MIR6079,miRNA
AC002511.3,transcribed_unprocessed_pseudogene
AL512380.2,lncRNA
MTND4LP32,unprocessed_pseudogene
AC068205.4,processed_pseudogene
MIR3529,miRNA
FAM95C,protein_coding
MIR4501,miRNA
U6,snRNA
MIR518C,miRNA
AC017104.4,unprocessed_pseudogene
MIR7153,miRNA
MIR6086,miRNA
ZNF511-PRAP1,protein_coding
MIR3160-2,miRNA
MIR1244-2,miRNA
U6,snRNA
U6,snRNA
LINC01902,lncRNA
AC006974.1,lncRNA
MIR5681B,miRNA
MIR7157,miRNA
MIR1302-1,miRNA
U6,snRNA
AC137936.2,transcribed_unitary_pseudogene
MIR941-3,miRNA
MIR3975,miRNA
AC020915.4,protein_coding
LITAFD,protein_coding
AC005144.1,lncRNA
LINC02775,lncRNA
U2,snRNA
MIR3150A,miRNA
MIR3926-2,miRNA
OR11J7P,unprocessed_pseudogene
AC005622.1,transcribed_unprocessed_pseudogene
PRRT1B,protein_coding
U6,snRNA
TCAF2C,protein_coding
AL035685.1,transcribed_unprocessed_pseudogene
MIR4317,miRNA
MIR374C,miRNA
AC007064.4,unprocessed_pseudogene
AC021072.1,protein_coding
AC073264.3,transcribed_unprocessed_pseudogene
AC005972.3,lncRNA
MIR520F,miRNA
BX005040.4,unprocessed_pseudogene
OASL2P,unitary_pseudogene
ABBA01000935.2,unprocessed_pseudogene
U6,snRNA
BX088723.1,lncRNA
MTATP6P8,unprocessed_pseudogene
AC007161.3,lncRNA
MIR2054,miRNA
SNORD98,snoRNA
LINC02341,lncRNA
U2,snRNA
MIR376B,miRNA
MIR3158-2,miRNA
AC139491.6,transcribed_unprocessed_pseudogene
MIR376A2,miRNA
IGHVIII-44,IG_V_pseudogene
AC098650.1,protein_coding
U6,snRNA
AC243725.1,unprocessed_pseudogene
C19orf85,protein_coding
5_8S_rRNA,rRNA
MIR4773-2,miRNA
AC245369.21,IG_pseudogene
MIR4251,miRNA
AL157371.2,lncRNA
U6,snRNA
AC100810.6,processed_pseudogene
MTND5P42,processed_pseudogene
AL160035.1,lncRNA
AC098484.3,protein_coding
SULT6B2P,unitary_pseudogene
AC007326.3,unprocessed_pseudogene
AC007222.1,snoRNA
GKN3P,polymorphic_pseudogene
AC092471.2,processed_pseudogene
MIR376A1,miRNA
MIR4430,miRNA
Y_RNA,misc_RNA
FAM236C,protein_coding
FAM169B,transcribed_unitary_pseudogene
MIR1295B,miRNA
BX276092.9,protein_coding
MS4A19P,unprocessed_pseudogene
AC116353.6,transcribed_unitary_pseudogene
MIR4302,miRNA
MIR338,miRNA
OR4C48P,unprocessed_pseudogene
IGHVII-30-21,IG_V_pseudogene
AL031056.2,lncRNA
MIR4662A,miRNA
TMEM274P,unitary_pseudogene
MIR103B1,miRNA
CUPIN1P,unitary_pseudogene
MIR7973-2,miRNA
MIR924,miRNA
MIR5683,miRNA
AC007036.4,sRNA
MIR6759,miRNA
MIR4328,miRNA
AC128714.2,unprocessed_pseudogene
MTATP6P10,unprocessed_pseudogene
AL137785.1,lncRNA
AC016526.4,lncRNA
AL928596.1,lncRNA
EXOC3L2,protein_coding
AP000547.3,lncRNA
MIR3155B,miRNA
AC012485.3,lncRNA
Metazoa_SRP,misc_RNA
MIR4776-2,miRNA
AC002407.1,lncRNA
MIR9500,miRNA
ETDC,protein_coding
MIR5583-2,miRNA
LINC02009,lncRNA
AL512643.1,lncRNA
AC006974.2,lncRNA
AC091948.1,unprocessed_pseudogene
LMLN2,protein_coding
MIR4483,miRNA
AC074101.1,unprocessed_pseudogene
AC006453.4,unprocessed_pseudogene
AC138904.3,lncRNA
AC008687.8,protein_coding
MIR4679-1,miRNA
MIR3974,miRNA
U6,snRNA
AC009802.1,lncRNA
AC112487.2,unitary_pseudogene
MIR4678,miRNA
MIR4531,miRNA
AC068587.4,lncRNA
AC004448.4,snoRNA
MIR5087,miRNA
MIR3913-2,miRNA
MIR6830,miRNA
AC025278.3,processed_pseudogene
OR11K1P,unprocessed_pseudogene
MIR548AH,miRNA
MYOCOS,protein_coding
AC013268.5,lncRNA
MIR522,miRNA
AC083841.4,unprocessed_pseudogene
MIR6715B,miRNA
AC018553.2,lncRNA
MIR3116-2,miRNA
Y_RNA,misc_RNA
Z96074.1,lncRNA
MIR3202-2,miRNA
AC010487.2,unprocessed_pseudogene
AL592295.4,lncRNA
HSFX3,protein_coding
VINAC1P,transcribed_unitary_pseudogene
MIR4481,miRNA
MIR555,miRNA
VSIG10L2,protein_coding
AP003392.15,miRNA
MIR92A1,miRNA
PRSS50,protein_coding
FAM238C,transcribed_unprocessed_pseudogene
MIR1204,miRNA
MIR6727,miRNA
MIR6831,miRNA
MIR6884,miRNA
MIR6732,miRNA
MIR5193,miRNA
MIR7108,miRNA
MIR146A,miRNA
MIR4785,miRNA
MIR484,miRNA
AL023875.1,TEC
TAF11L11,protein_coding
Z84466.1,lncRNA
MIR6755,miRNA
MIR196B,miRNA
MIR4781,miRNA
MIR452,miRNA
AC241585.3,unprocessed_pseudogene
CPHXL,protein_coding
AL031686.1,lncRNA
PMIS2,protein_coding
MIR614,miRNA
AC118553.2,protein_coding
MIR20A,miRNA
MIR6850,miRNA
AC131160.1,protein_coding
AC141930.2,lncRNA
MIR1178,miRNA
CR392000.2,lncRNA
MIR6849,miRNA
MIR6778,miRNA
AL137798.3,transcribed_unprocessed_pseudogene
MIR632,miRNA
MIR4329,miRNA
TAF11L13,protein_coding
AC116366.2,protein_coding
MIR622,miRNA
MIR15A,miRNA
PRR33,protein_coding
MIR936,miRNA
MIR7846,miRNA
MIR612,miRNA
MIR4453,miRNA
MIR6861,miRNA
MIR4426,miRNA
MIR6510,miRNA
MIR29B1,miRNA
MIR630,miRNA
MIR1182,miRNA
MIR1302-11,miRNA
MIR3198-2,miRNA
MIR636,miRNA
AC007326.4,protein_coding
MIR4485,miRNA
MIR18A,miRNA
MIR7844,miRNA
MIR144,miRNA
MIR6875,miRNA
MIR639,miRNA
MIR22,miRNA
AL137002.2,lncRNA
MIR378I,miRNA
MIR6734,miRNA
AC096667.1,lncRNA
MIR6764,miRNA
MIR4751,miRNA
MIR214,miRNA
MIR4721,miRNA
MIR6872,miRNA
AC092053.2,lncRNA
MIR4738,miRNA
MIR7703,miRNA
MIR1247,miRNA
MIR3674,miRNA
MIR3960,miRNA
MTND3P18,unprocessed_pseudogene
MIR1307,miRNA
MIR130B,miRNA
SSU72P4,protein_coding
MIR3911,miRNA
MIR4260,miRNA
AC104304.2,protein_coding
MTND6P35,unprocessed_pseudogene
MIR7704,miRNA
MIR3916,miRNA
MIR3714,miRNA
BX664615.2,protein_coding
MIR1469,miRNA
MIR628,miRNA
MIR1324,miRNA
AC011416.3,lncRNA
MIR761,miRNA
TPTEP2-CSNK1E,protein_coding
MIR155,miRNA
IGHV4-80,IG_V_pseudogene
AD000090.1,lncRNA
AL512662.1,lncRNA
AC087645.4,lncRNA
MIR6743,miRNA
MIR1302-9,miRNA
MIR6132,miRNA
MIR192,miRNA
MIR133A1,miRNA
MIR637,miRNA
MIR5010,miRNA
AL117339.4,protein_coding
MIR18B,miRNA
MIR6878,miRNA
MIR423,miRNA
MIR3658,miRNA
MIR3917,miRNA
MTND3P15,unprocessed_pseudogene
MIR600,miRNA
MIR4709,miRNA
LINC00032,transcribed_unprocessed_pseudogene
IGHVIII-16-1,IG_V_pseudogene
MIR6791,miRNA
AC092017.2,protein_coding
MIR3610,miRNA
MIR1248,miRNA
AP002851.1,lncRNA
TAF11L8,protein_coding
MIR6838,miRNA
MIR4442,miRNA
FAM247A,transcribed_unprocessed_pseudogene
AC099795.1,lncRNA
AC084337.2,protein_coding
MIR365B,miRNA
GNG14,protein_coding
AL445623.2,lncRNA
TAF11L9,protein_coding
MIRLET7A3,miRNA
AC017000.1,lncRNA
SLURP2,protein_coding
AC092652.2,lncRNA
MIR492,miRNA
AL358215.3,lncRNA
MIR4458,miRNA
AC073869.4,unprocessed_pseudogene
MIR6084,miRNA
MIR6511B1,miRNA
MIR675,miRNA
MIR6502,miRNA
MIR6840,miRNA
MIR1281,miRNA
SSU72P5,protein_coding
MIR4697,miRNA
AC069544.2,protein_coding
MIR497,miRNA
MIR4468,miRNA
MIR6805,miRNA
MIR4761,miRNA
MIR29A,miRNA
MIR5196,miRNA
MIR5187,miRNA
MIR10A,miRNA
MIR296,miRNA
TAF11L6,protein_coding
MIR20B,miRNA
MIR6836,miRNA
AC073111.2,lncRNA
MIR650,miRNA
AC006460.2,lncRNA
MIR7112,miRNA
MIR4315-1,miRNA
AP001273.2,protein_coding
MIR5572,miRNA
AC002472.2,transcribed_unprocessed_pseudogene
MIR4469,miRNA
MIR6834,miRNA
MIR6887,miRNA
MIR6837,miRNA
AP000356.2,lncRNA
AC012005.2,unprocessed_pseudogene
MIR4758,miRNA
SNORD138,miRNA
MIR4775,miRNA
MIR1199,miRNA
MIR7109,miRNA
AOX3P-AOX2P,lncRNA
MIR4732,miRNA
MIR6844,miRNA
MIR5703,miRNA
MIR6073,miRNA
AC055733.4,TEC
AC099654.6,unprocessed_pseudogene
MIR19B2,miRNA
MIR611,miRNA
MIR195,miRNA
MIR6800,miRNA
AL772307.1,lncRNA
MIR6883,miRNA
MIR4707,miRNA
MIR198,miRNA
MIR6717,miRNA
MIR1825,miRNA
AP000356.3,transcribed_unprocessed_pseudogene
MIR6789,miRNA
AC002472.3,transcribed_unprocessed_pseudogene
MIR568,miRNA
MIR3654,miRNA
ATP6V0CP4,processed_pseudogene
MIR1234,miRNA
MIR3618,miRNA
MIR6845,miRNA
MIR4700,miRNA
MIR6866,miRNA
MIR922,miRNA
MIR3150B,miRNA
MIR6756,miRNA
MIR4784,miRNA
MIR6758,miRNA
MIR3605,miRNA
MIR194-2,miRNA
MIR106A,miRNA
MIR6822,miRNA
MIR3940,miRNA
MIR7706,miRNA
MIR4523,miRNA
MIR3620,miRNA
MTATP6P5,processed_pseudogene
AC068137.1,unprocessed_pseudogene
MIR4315-2,miRNA
MIR6513,miRNA
MIR4763,miRNA
MIR5090,miRNA
MIR7-1,miRNA
MIR3606,miRNA
MIR143,miRNA
MIR6506,miRNA
MIR219A2,miRNA
MIR3615,miRNA
AL451007.3,protein_coding
MIR21,miRNA
MIR671,miRNA
MIR1257,miRNA
SCO2,protein_coding
MIR6852,miRNA
AL158064.1,lncRNA
MIR658,miRNA
MIR6847,miRNA
MIR137,miRNA
MIR29B2,miRNA
MIR19A,miRNA
FP325313.1,unprocessed_pseudogene
MIR29C,miRNA
MIR1909,miRNA
MIR202,miRNA
AC099654.7,unprocessed_pseudogene
MIR937,miRNA
MIR6848,miRNA
MIR424,miRNA
AP000356.4,transcribed_unprocessed_pseudogene
TAF11L5,protein_coding
LINC02767,lncRNA
MIR1539,miRNA
LINC02801,lncRNA
AC009452.1,unprocessed_pseudogene
MIR6716,miRNA
MIR2682,miRNA
MIR6516,miRNA
MIR711,miRNA
MIR4444-1,miRNA
MIR1973,miRNA
MIR5004,miRNA
MIR8085,miRNA
MIR6773,miRNA
MIR4657,miRNA
AC132825.5,unprocessed_pseudogene
MIR4683,miRNA
MIR4534,miRNA
MIR1181,miRNA
MIR7855,miRNA
MIR4321,miRNA
MIR4800,miRNA
MIR7162,miRNA
MIR6843,miRNA
TAF11L4,protein_coding
MIR4712,miRNA
MIR718,miRNA
MIR378D2,miRNA
MIR6820,miRNA
MTCO2P10,unprocessed_pseudogene
AC004922.1,protein_coding
MIR7113,miRNA
AC007326.5,lncRNA
AL590132.1,protein_coding
AC132825.6,unprocessed_pseudogene
MIR3179-1,miRNA
SSU72P2,protein_coding
C2orf81,protein_coding
AL391650.2,lncRNA
MIR939,miRNA
MIR6742,miRNA
MIR7114,miRNA
MIR124-1,miRNA
MIR3175,miRNA
MIR3655,miRNA
AC006927.2,processed_pseudogene
AC132825.7,unprocessed_pseudogene
MIR9-3,miRNA
MIR4741,miRNA
MIR1302-2,miRNA
MIR4651,miRNA
MIR2277,miRNA
AC013271.1,protein_coding
AL807752.7,protein_coding
MIR631,miRNA
MIR2117,miRNA
MIR940,miRNA
MIR3622A,miRNA
MIR142,miRNA
TAF11L10,protein_coding
MIR34A,miRNA
MIR6125,miRNA
MIR4745,miRNA
MIR519A2,miRNA
MIR224,miRNA
MIR6824,miRNA
MIR5047,miRNA
MIR4640,miRNA
MIR6808,miRNA
TAF11L2,protein_coding
MIR19B1,miRNA
AC092017.3,lncRNA
AL589669.1,lncRNA
MIR1244-1,miRNA
AC006328.2,unprocessed_pseudogene
MIR4313,miRNA
MIR147B,miRNA
MIR24-2,miRNA
MIR4496,miRNA
AL139398.1,lncRNA
AC092111.3,protein_coding
MIR4750,miRNA
PERCC1,protein_coding
MIR3184,miRNA
MIR7107,miRNA
MIR5001,miRNA
MIR6733,miRNA
MIR3191,miRNA
MIR4649,miRNA
MIR1287,miRNA
MIR1908,miRNA
AL391117.1,lncRNA
MIR663A,miRNA
MIR7110,miRNA
MIR4724,miRNA
MIR8072,miRNA
MIR4647,miRNA
AC092329.4,lncRNA
AC020912.1,lncRNA
AL022238.3,protein_coding
MIR1914,miRNA
MIR4691,miRNA
MIR6869,miRNA
SSU72P7,protein_coding
TAF11L3,protein_coding
MIR122,miRNA
MIR2110,miRNA
MIR197,miRNA
MIR1236,miRNA
MIR9-2,miRNA
MIR6501,miRNA
MIR664B,miRNA
AC093326.2,lncRNA
MIR1-2,miRNA
MIR1304,miRNA
MIR24-1,miRNA
AC027644.4,protein_coding
MIR302B,miRNA
MIR1306,miRNA
TAF11L7,protein_coding
MIR6721,miRNA
CR769775.2,TEC
MIR4720,miRNA
AC099654.8,unprocessed_pseudogene
SMIM39,protein_coding
MIR1292,miRNA
MIR4680,miRNA
AC025287.4,protein_coding
MIR205,miRNA
MIR6890,miRNA
MIR6751,miRNA
AC011471.4,unprocessed_pseudogene
THSD8,protein_coding
MIR564,miRNA
MIR363,miRNA
AC134980.1,lncRNA
MIR3652,miRNA
LYNX1-SLURP2,protein_coding
MIR133A2,miRNA
AC092718.8,protein_coding
AC006063.2,lncRNA
VAMP9P,transcribed_unitary_pseudogene
MIR6873,miRNA
MIR4658,miRNA
MIR6741,miRNA
MIRLET7B,miRNA
AC006927.3,processed_pseudogene
AC004834.1,lncRNA
MIR4687,miRNA
AC015802.6,protein_coding
MIR4723,miRNA
AC092634.7,lncRNA
MIR6748,miRNA
MIR17,miRNA
MIR92A2,miRNA
AC066615.1,TEC
MIR4517,miRNA
MIR3614,miRNA
LINC01226,lncRNA
MIR330,miRNA
SSU72P3,protein_coding
MIR2861,miRNA
MIR8069-1,miRNA
MIR6886,miRNA
AL022318.4,protein_coding
MIR1302-10,miRNA
